"week_ending","show","seats_sold"
"1993-02-28","Cats",7528
"1993-03-07","Cats",7120
"1993-03-14","Cats",6993
"1993-03-21","Cats",8581
"1993-03-28","Cats",9691
"1993-04-04","Cats",9586
"1993-04-11","Cats",11261
"1993-04-18","Cats",10279
"1993-04-25","Cats",9383
"1993-05-02","Cats",9308
"1993-05-09","Cats",8635
"1993-05-16","Cats",8419
"1993-05-23","Cats",10355
"1993-05-30","Cats",9428
"1993-06-06","Cats",8386
"1993-06-13","Cats",9136
"1993-06-20","Cats",9652
"1993-06-27","Cats",8960
"1993-07-04","Cats",7918
"1993-07-11","Cats",8808
"1993-07-18","Cats",9548
"1993-07-25","Cats",9855
"1993-08-01","Cats",9588
"1993-08-08","Cats",10854
"1993-08-15","Cats",10834
"1993-08-22","Cats",10738
"1993-08-29","Cats",9862
"1993-09-05","Cats",9083
"1993-09-12","Cats",8344
"1993-09-19","Cats",8399
"1993-09-26","Cats",8607
"1993-10-03","Cats",8244
"1993-10-10","Cats",9328
"1993-10-17","Cats",9343
"1993-10-24","Cats",8939
"1993-10-31","Cats",7670
"1993-11-07","Cats",7969
"1993-11-14","Cats",8302
"1993-11-21","Cats",8175
"1993-11-28","Cats",10168
"1993-12-05","Cats",7715
"1993-12-12","Cats",9327
"1993-12-19","Cats",8300
"1993-12-26","Cats",8497
"1994-01-02","Cats",11851
"1994-01-09","Cats",8703
"1994-01-16","Cats",7076
"1994-01-23","Cats",5688
"1994-01-30","Cats",5260
"1994-02-06","Cats",4935
"1994-02-13","Cats",5359
"1994-02-20","Cats",7699
"1994-02-27","Cats",6467
"1994-03-06","Cats",5596
"1994-03-13","Cats",6979
"1994-03-20","Cats",8164
"1994-03-27","Cats",8624
"1994-04-03","Cats",10957
"1994-04-10","Cats",9464
"1994-04-17","Cats",7828
"1994-04-24","Cats",8664
"1994-05-01","Cats",7760
"1994-05-08","Cats",7841
"1994-05-15","Cats",8407
"1994-05-22","Cats",9053
"1994-05-29","Cats",9206
"1994-06-05","Cats",7437
"1994-06-12","Cats",8250
"1994-06-19","Cats",7656
"1994-06-26","Cats",8240
"1994-07-03","Cats",7920
"1994-07-10","Cats",7712
"1994-07-17","Cats",8387
"1994-07-24","Cats",10036
"1994-07-31","Cats",9960
"1994-08-07","Cats",10244
"1994-08-14","Cats",10429
"1994-08-21","Cats",10644
"1994-08-28","Cats",9757
"1994-09-04","Cats",8648
"1994-09-11","Cats",7539
"1994-09-18","Cats",7684
"1994-09-25","Cats",8135
"1994-10-02","Cats",7997
"1994-10-09","Cats",9105
"1994-10-16","Cats",8870
"1994-10-23","Cats",9099
"1994-10-30","Cats",8135
"1994-11-06","Cats",8356
"1994-11-13","Cats",8723
"1994-11-20","Cats",7507
"1994-11-27","Cats",9950
"1994-12-04","Cats",7825
"1994-12-11","Cats",9235
"1994-12-18","Cats",7638
"1994-12-25","Cats",9833
"1995-01-01","Cats",11913
"1995-01-08","Cats",9926
"1995-01-15","Cats",11094
"1995-01-22","Cats",9431
"1995-01-29","Cats",8222
"1995-02-05","Cats",6453
"1995-02-12","Cats",7204
"1995-02-19","Cats",9632
"1995-02-26","Cats",11565
"1995-03-05","Cats",9198
"1995-03-12","Cats",9808
"1995-03-19","Cats",10805
"1995-03-26","Cats",9821
"1995-04-02","Cats",9963
"1995-04-09","Cats",8992
"1995-04-16","Cats",11450
"1995-04-23","Cats",11593
"1995-04-30","Cats",9537
"1995-05-07","Cats",9960
"1995-05-14","Cats",9118
"1995-05-21","Cats",9607
"1995-05-28","Cats",9825
"1995-06-04","Cats",8443
"1995-06-11","Cats",9527
"1995-06-18","Cats",8971
"1995-06-25","Cats",9712
"1995-07-02","Cats",9005
"1995-07-09","Cats",9399
"1995-07-16","Cats",9684
"1995-07-23","Cats",10386
"1995-07-30","Cats",10725
"1995-08-06","Cats",10577
"1995-08-13","Cats",11736
"1995-08-20","Cats",11407
"1995-08-27","Cats",11053
"1995-09-03","Cats",10296
"1995-09-10","Cats",7733
"1995-09-17","Cats",8629
"1995-09-24","Cats",8975
"1995-10-01","Cats",8252
"1995-10-08","Cats",9905
"1995-10-15","Cats",9272
"1995-10-22","Cats",9518
"1995-10-29","Cats",8542
"1995-11-05","Cats",8843
"1995-11-12","Cats",8477
"1995-11-19","Cats",8417
"1995-11-26","Cats",10376
"1995-12-03","Cats",7837
"1995-12-10","Cats",9484
"1995-12-17","Cats",8666
"1995-12-24","Cats",11281
"1995-12-31","Cats",12087
"1996-01-07","Cats",8514
"1996-01-14","Cats",7712
"1996-01-21","Cats",8862
"1996-01-28","Cats",8006
"1996-02-04","Cats",6852
"1996-02-11","Cats",8184
"1996-02-18","Cats",10199
"1996-02-25","Cats",11557
"1996-03-03","Cats",8856
"1996-03-10","Cats",9954
"1996-03-17","Cats",10493
"1996-03-24","Cats",10684
"1996-03-31","Cats",10762
"1996-04-07","Cats",11652
"1996-04-14","Cats",11785
"1996-04-21","Cats",10096
"1996-04-28","Cats",10205
"1996-05-05","Cats",10639
"1996-05-12","Cats",9624
"1996-05-19","Cats",10557
"1996-05-26","Cats",10137
"1996-06-02","Cats",9612
"1996-06-09","Cats",9180
"1996-06-16","Cats",9229
"1996-06-23","Cats",9112
"1996-06-30","Cats",8595
"1996-07-07","Cats",9309
"1996-07-14","Cats",10026
"1996-07-21","Cats",10424
"1996-07-28","Cats",10150
"1996-08-04","Cats",10373
"1996-08-11","Cats",10650
"1996-08-18","Cats",11361
"1996-08-25","Cats",10346
"1996-09-01","Cats",9761
"1996-09-08","Cats",7323
"1996-09-15","Cats",8184
"1996-09-22","Cats",8248
"1996-09-29","Cats",8469
"1996-10-06","Cats",8335
"1996-10-13","Cats",9010
"1996-10-20","Cats",9538
"1996-10-27","Cats",8582
"1996-11-03","Cats",8109
"1996-11-10","Cats",8553
"1996-11-17","Cats",7872
"1996-11-24","Cats",7513
"1996-12-01","Cats",9950
"1996-12-08","Cats",10249
"1996-12-15","Cats",10177
"1996-12-22","Cats",10665
"1996-12-29","Cats",13219
"1997-01-05","Cats",11153
"1997-01-12","Cats",9087
"1997-01-19","Cats",9382
"1997-01-26","Cats",7589
"1997-02-02","Cats",8152
"1997-02-09","Cats",7042
"1997-02-16","Cats",9194
"1997-02-23","Cats",10724
"1997-03-02","Cats",7271
"1997-03-09","Cats",8983
"1997-03-16","Cats",10057
"1997-03-23","Cats",9170
"1997-03-30","Cats",11817
"1997-04-06","Cats",11063
"1997-04-13","Cats",8714
"1997-04-20","Cats",9140
"1997-04-27","Cats",10097
"1997-05-04","Cats",9206
"1997-05-11","Cats",8076
"1997-05-18","Cats",9167
"1997-05-25","Cats",9281
"1997-06-01","Cats",7876
"1997-06-08","Cats",8724
"1997-06-15","Cats",8053
"1997-06-22","Cats",9305
"1997-06-29","Cats",10560
"1997-07-06","Cats",9675
"1997-07-13","Cats",10220
"1997-07-20","Cats",10494
"1997-07-27","Cats",10934
"1997-08-03","Cats",11285
"1997-08-10","Cats",11623
"1997-08-17","Cats",11592
"1997-08-24","Cats",10949
"1997-08-31","Cats",10920
"1997-09-07","Cats",7090
"1997-09-14","Cats",8049
"1997-09-21","Cats",8206
"1997-09-28","Cats",8158
"1997-10-05","Cats",8254
"1997-10-12","Cats",8993
"1997-10-19","Cats",9325
"1997-10-26","Cats",9014
"1997-11-02","Cats",7657
"1997-11-09","Cats",8163
"1997-11-16","Cats",8129
"1997-11-23","Cats",7107
"1997-11-30","Cats",10615
"1997-12-07","Cats",9778
"1997-12-14","Cats",9851
"1997-12-21","Cats",9773
"1997-12-28","Cats",11753
"1998-01-04","Cats",11637
"1998-01-11","Cats",8260
"1998-01-18","Cats",8717
"1998-01-25","Cats",7156
"1998-02-01","Cats",6335
"1998-02-08","Cats",5886
"1998-02-15","Cats",8975
"1998-02-22","Cats",10166
"1998-03-01","Cats",7304
"1998-03-08","Cats",7803
"1998-03-15","Cats",9253
"1998-03-22","Cats",10093
"1998-03-29","Cats",9745
"1998-04-05","Cats",8846
"1998-04-12","Cats",11337
"1998-04-19","Cats",11617
"1998-04-26","Cats",9950
"1998-05-03","Cats",8849
"1998-05-10","Cats",8199
"1998-05-17","Cats",8137
"1998-05-24","Cats",8887
"1998-05-31","Cats",7803
"1998-06-07","Cats",8391
"1998-06-14","Cats",9599
"1998-06-21","Cats",9555
"1998-06-28","Cats",9547
"1998-07-05","Cats",8673
"1998-07-12","Cats",9303
"1998-07-19","Cats",9710
"1998-07-26","Cats",9877
"1998-08-02","Cats",10562
"1998-08-09","Cats",10617
"1998-08-16","Cats",10813
"1998-08-23","Cats",10384
"1998-08-30","Cats",9174
"1998-09-06","Cats",8233
"1998-09-13","Cats",7112
"1998-09-20","Cats",7340
"1998-09-27","Cats",7473
"1998-10-04","Cats",7915
"1998-10-11","Cats",9595
"1998-10-18","Cats",8782
"1998-10-25","Cats",8234
"1998-11-01","Cats",6656
"1998-11-08","Cats",7180
"1998-11-15","Cats",8644
"1998-11-22","Cats",7020
"1998-11-29","Cats",10136
"1998-12-06","Cats",9485
"1998-12-13","Cats",9044
"1998-12-20","Cats",8829
"1998-12-27","Cats",9962
"1999-01-03","Cats",11513
"1999-01-10","Cats",8805
"1999-01-17","Cats",7437
"1999-01-24","Cats",6562
"1999-01-31","Cats",5870
"1999-02-07","Cats",5078
"1999-02-14","Cats",7553
"1999-02-21","Cats",9706
"1999-02-28","Cats",5973
"1999-03-07","Cats",6600
"1999-03-14","Cats",7988
"1999-03-21","Cats",8417
"1999-03-28","Cats",8547
"1999-04-04","Cats",10906
"1999-04-11","Cats",10796
"1999-04-18","Cats",7733
"1999-04-25","Cats",8316
"1999-05-02","Cats",7076
"1999-05-09","Cats",7156
"1999-05-16","Cats",7394
"1999-05-23","Cats",7755
"1999-05-30","Cats",8032
"1999-06-06","Cats",7014
"1999-06-13","Cats",6621
"1999-06-20","Cats",7229
"1999-06-27","Cats",8462
"1999-07-04","Cats",7991
"1999-07-11","Cats",7845
"1999-07-18","Cats",8033
"1999-07-25","Cats",8914
"1999-08-01","Cats",9062
"1999-08-08","Cats",9423
"1999-08-15","Cats",9940
"1999-08-22","Cats",9790
"1999-08-29","Cats",8587
"1999-09-05","Cats",8798
"1999-09-12","Cats",7200
"1999-09-19","Cats",6954
"1999-09-26","Cats",7010
"1999-10-03","Cats",6849
"1999-10-10","Cats",8536
"1999-10-17","Cats",8502
"1999-10-24","Cats",8315
"1999-10-31","Cats",6132
"1999-11-07","Cats",6687
"1999-11-14","Cats",7574
"1999-11-21","Cats",6335
"1999-11-28","Cats",10212
"1999-12-05","Cats",7765
"1999-12-12","Cats",8915
"1999-12-19","Cats",6981
"1999-12-26","Cats",6430
"2000-01-02","Cats",9338
"2000-01-09","Cats",6447
"2000-01-16","Cats",7328
"2000-01-23","Cats",5605
"2000-01-30","Cats",5470
"2000-02-06","Cats",5532
"2000-02-13","Cats",5869
"2000-02-20","Cats",7226
"2000-02-27","Cats",10416
"2000-03-05","Cats",8623
"2000-03-12","Cats",10340
"2000-03-19","Cats",11444
"2000-03-26","Cats",11166
"2000-04-02","Cats",11222
"2000-04-09","Cats",10813
"2000-04-16","Cats",10925
"2000-04-23","Cats",11782
"2000-04-30","Cats",11909
"2000-05-07","Cats",11489
"2000-05-14","Cats",11317
"2000-05-21","Cats",11626
"2000-05-28","Cats",11694
"2000-06-04","Cats",11727
"2000-06-11","Cats",11813
"2000-06-18","Cats",11835
"2000-06-25","Cats",11876
"2000-07-02","Cats",10552
"2000-07-09","Cats",10030
"2000-07-16","Cats",10319
"2000-07-23","Cats",10512
"2000-07-30","Cats",10745
"2000-08-06","Cats",11018
"2000-08-13","Cats",11574
"2000-08-20","Cats",11772
"2000-08-27","Cats",11594
"2000-09-03","Cats",11546
"2000-09-10","Cats",8497
"2016-07-17","Cats",5135
"2016-07-24","Cats",7911
"2016-07-31","Cats",9371
"2016-08-07","Cats",10310
"2016-08-14","Cats",10292
"2016-08-21","Cats",10156
"2016-08-28","Cats",8795
"2016-09-04","Cats",9509
"2016-09-11","Cats",9724
"2016-09-18","Cats",10072
"2016-09-25","Cats",9506
"2016-10-02","Cats",8931
"2016-10-09","Cats",9122
"2016-10-16","Cats",9353
"2016-10-23","Cats",8979
"2016-10-30","Cats",8391
"2016-11-06","Cats",7378
"2016-11-13","Cats",8838
"2016-11-20","Cats",8981
"2016-11-27","Cats",10131
"2016-12-04","Cats",8352
"2016-12-11","Cats",9481
"2016-12-18","Cats",9275
"2016-12-25","Cats",8710
"2017-01-01","Cats",12312
"2017-01-08","Cats",10644
"2017-01-15","Cats",9115
"2017-01-22","Cats",9488
"2017-01-29","Cats",9267
"2017-02-05","Cats",8303
"2017-02-12","Cats",7385
"2017-02-19","Cats",9409
"2017-02-26","Cats",8567
"2017-03-05","Cats",8258
"2017-03-12","Cats",8726
"2017-03-19","Cats",9813
"2017-03-26","Cats",9332
"2017-04-02","Cats",8886
"2017-04-09","Cats",9293
"2017-04-16","Cats",10701
"2017-04-23","Cats",9391
"2017-04-30","Cats",8066
"2017-05-07","Cats",7821
"2017-05-14","Cats",8396
"2017-05-21","Cats",8513
"2017-05-28","Cats",9058
"2017-06-04","Cats",8466
"2017-06-11","Cats",8584
"2017-06-18","Cats",8820
"2017-06-25","Cats",8591
"2017-07-02","Cats",9206
"2017-07-09","Cats",8712
"2017-07-16","Cats",9489
"2017-07-23","Cats",9085
"2017-07-30","Cats",9639
"2017-08-06","Cats",9179
"2017-08-13","Cats",9178
"2017-08-20","Cats",8310
"2017-08-27","Cats",7425
"2017-09-03","Cats",7536
"2017-09-10","Cats",8690
"2017-09-17","Cats",9433
"2017-09-24","Cats",7031
"2017-10-01","Cats",7202
"2017-10-08","Cats",8591
"2017-10-15","Cats",9319
"2017-10-22","Cats",8667
"2017-10-29","Cats",8849
"2017-11-05","Cats",8745
"2017-11-12","Cats",9080
"2017-11-19","Cats",8520
"2017-11-26","Cats",9313
"2017-12-03","Cats",8308
"2017-12-10","Cats",9197
"2017-12-17","Cats",9318
"2017-12-24","Cats",9298
"2017-12-31","Cats",12409
"1991-11-24","Catskills on Broadway",9845
"1991-12-01","Catskills on Broadway",6946
"1991-12-08","Catskills on Broadway",8262
"1991-12-15","Catskills on Broadway",7027
"1991-12-22","Catskills on Broadway",5646
"1991-12-29","Catskills on Broadway",8496
"1992-01-05","Catskills on Broadway",6627
"1992-01-12","Catskills on Broadway",7237
"1992-01-19","Catskills on Broadway",6923
"1992-01-26","Catskills on Broadway",5998
"1992-02-02","Catskills on Broadway",6856
"1992-02-09","Catskills on Broadway",6050
"1992-02-16","Catskills on Broadway",7831
"1992-02-23","Catskills on Broadway",7413
"1992-03-01","Catskills on Broadway",5593
"1992-03-08","Catskills on Broadway",5629
"1992-03-15","Catskills on Broadway",5945
"1992-03-22","Catskills on Broadway",6667
"1992-03-29","Catskills on Broadway",6363
"1992-04-05","Catskills on Broadway",5894
"1992-04-12","Catskills on Broadway",5658
"1992-04-19","Catskills on Broadway",4337
"1992-04-26","Catskills on Broadway",6429
"1992-05-03","Catskills on Broadway",4461
"1992-05-10","Catskills on Broadway",5061
"1992-05-17","Catskills on Broadway",5821
"1992-05-24","Catskills on Broadway",4971
"1992-05-31","Catskills on Broadway",4255
"1992-06-07","Catskills on Broadway",4854
"1992-06-14","Catskills on Broadway",5055
"1992-06-21","Catskills on Broadway",5313
"1992-06-28","Catskills on Broadway",5010
"1992-07-05","Catskills on Broadway",3541
"1992-07-12","Catskills on Broadway",4318
"1992-07-19","Catskills on Broadway",3448
"1992-07-26","Catskills on Broadway",4196
"1992-08-02","Catskills on Broadway",4169
"1992-08-09","Catskills on Broadway",4015
"1992-08-16","Catskills on Broadway",4896
"1992-08-23","Catskills on Broadway",5044
"1992-08-30","Catskills on Broadway",3988
"1992-09-06","Catskills on Broadway",6121
"1992-09-13","Catskills on Broadway",6432
"1992-09-20","Catskills on Broadway",6702
"1992-09-27","Catskills on Broadway",5252
"1992-10-04","Catskills on Broadway",4854
"1992-10-11","Catskills on Broadway",5820
"1992-10-18","Catskills on Broadway",6896
"1992-10-25","Catskills on Broadway",6770
"1992-11-01","Catskills on Broadway",6087
"1992-11-08","Catskills on Broadway",7689
"1992-11-15","Catskills on Broadway",6745
"1992-11-22","Catskills on Broadway",6151
"1992-11-29","Catskills on Broadway",5402
"1992-12-06","Catskills on Broadway",7705
"1992-12-13","Catskills on Broadway",6944
"1992-12-20","Catskills on Broadway",5214
"1992-12-27","Catskills on Broadway",4965
"1993-01-03","Catskills on Broadway",7375
"2018-12-02","Celebrity Autobiography",1336
"2018-12-16","Celebrity Autobiography",1404
"2018-12-23","Celebrity Autobiography",1384
"2012-08-26","Chaplin",5996
"2012-09-02","Chaplin",6299
"2012-09-09","Chaplin",7863
"2012-09-16","Chaplin",7286
"2012-09-23","Chaplin",6045
"2012-09-30","Chaplin",6740
"2012-10-07","Chaplin",6903
"2012-10-14","Chaplin",6651
"2012-10-21","Chaplin",6514
"2012-10-28","Chaplin",5640
"2012-11-04","Chaplin",3915
"2012-11-11","Chaplin",5192
"2012-11-18","Chaplin",5182
"2012-11-25","Chaplin",4791
"2012-12-02","Chaplin",4713
"2012-12-09","Chaplin",5007
"2012-12-16","Chaplin",4838
"2012-12-23","Chaplin",4912
"2012-12-30","Chaplin",6885
"2013-01-06","Chaplin",6776
"2017-04-02","Charlie and the Chocolate Factory",8976
"2017-04-09","Charlie and the Chocolate Factory",8976
"2017-04-16","Charlie and the Chocolate Factory",11968
"2017-04-23","Charlie and the Chocolate Factory",11968
"2017-04-30","Charlie and the Chocolate Factory",11825
"2017-05-07","Charlie and the Chocolate Factory",11361
"2017-05-14","Charlie and the Chocolate Factory",11177
"2017-05-21","Charlie and the Chocolate Factory",11729
"2017-05-28","Charlie and the Chocolate Factory",11656
"2017-06-04","Charlie and the Chocolate Factory",11858
"2017-06-11","Charlie and the Chocolate Factory",11843
"2017-06-18","Charlie and the Chocolate Factory",11825
"2017-06-25","Charlie and the Chocolate Factory",11903
"2017-07-02","Charlie and the Chocolate Factory",11187
"2017-07-09","Charlie and the Chocolate Factory",10725
"2017-07-16","Charlie and the Chocolate Factory",11296
"2017-07-23","Charlie and the Chocolate Factory",11069
"2017-07-30","Charlie and the Chocolate Factory",10776
"2017-08-06","Charlie and the Chocolate Factory",10258
"2017-08-13","Charlie and the Chocolate Factory",10288
"2017-08-20","Charlie and the Chocolate Factory",9235
"2017-08-27","Charlie and the Chocolate Factory",8932
"2017-09-03","Charlie and the Chocolate Factory",9804
"2017-09-10","Charlie and the Chocolate Factory",9851
"2017-09-17","Charlie and the Chocolate Factory",9970
"2017-09-24","Charlie and the Chocolate Factory",8297
"2017-10-01","Charlie and the Chocolate Factory",7941
"2017-10-08","Charlie and the Chocolate Factory",9512
"2017-10-15","Charlie and the Chocolate Factory",9342
"2017-10-22","Charlie and the Chocolate Factory",8952
"2017-10-29","Charlie and the Chocolate Factory",8392
"2017-11-05","Charlie and the Chocolate Factory",8272
"2017-11-12","Charlie and the Chocolate Factory",9573
"2017-11-19","Charlie and the Chocolate Factory",9355
"2017-11-26","Charlie and the Chocolate Factory",10930
"2017-12-03","Charlie and the Chocolate Factory",9066
"2017-12-10","Charlie and the Chocolate Factory",10471
"2017-12-17","Charlie and the Chocolate Factory",9779
"2017-12-24","Charlie and the Chocolate Factory",9500
"2017-12-31","Charlie and the Chocolate Factory",13419
"2018-01-07","Charlie and the Chocolate Factory",11879
"2018-01-14","Charlie and the Chocolate Factory",10953
"1988-07-24","Checkmates",5084
"1988-07-31","Checkmates",6756
"1988-08-07","Checkmates",7738
"1988-08-14","Checkmates",4590
"1988-08-21","Checkmates",4889
"1988-08-28","Checkmates",4639
"1988-09-04","Checkmates",4386
"1988-09-11","Checkmates",4080
"1988-09-18","Checkmates",3934
"1988-09-25","Checkmates",4087
"1988-10-02","Checkmates",3910
"1988-10-09","Checkmates",5429
"1988-10-16","Checkmates",5863
"1988-10-23","Checkmates",6606
"1988-10-30","Checkmates",6300
"1988-11-06","Checkmates",4586
"1988-11-13","Checkmates",6418
"1988-11-20","Checkmates",5580
"1988-11-27","Checkmates",5523
"1988-12-04","Checkmates",5050
"1988-12-11","Checkmates",4173
"1988-12-18","Checkmates",4218
"1988-12-25","Checkmates",3839
"1989-01-01","Checkmates",7586
"1988-04-17","Chess",7904
"1988-04-24","Chess",8594
"1988-05-01","Chess",7965
"1988-05-08","Chess",9360
"1988-05-15","Chess",9845
"1988-05-22","Chess",10267
"1988-05-29","Chess",8832
"1988-06-05","Chess",8750
"1988-06-12","Chess",10032
"1988-06-19","Chess",9398
"1988-06-26","Chess",9779
"1996-10-27","Chicago",6060
"1996-11-03","Chicago",8481
"1996-11-10","Chicago",8332
"1996-11-17","Chicago",7788
"1996-11-24","Chicago",10571
"1996-12-01","Chicago",10952
"1996-12-08","Chicago",10952
"1996-12-15","Chicago",10941
"1996-12-22","Chicago",10930
"1996-12-29","Chicago",10952
"1997-01-05","Chicago",10952
"1997-01-12","Chicago",10865
"1997-01-19","Chicago",10800
"1997-01-26","Chicago",10869
"1997-02-02","Chicago",10757
"1997-02-09","Chicago",10874
"1997-02-16","Chicago",8765
"1997-02-23","Chicago",11558
"1997-03-02","Chicago",11376
"1997-03-09","Chicago",11406
"1997-03-16","Chicago",11753
"1997-03-23","Chicago",11775
"1997-03-30","Chicago",11837
"1997-04-06","Chicago",11826
"1997-04-13","Chicago",11783
"1997-04-20","Chicago",11807
"1997-04-27","Chicago",11806
"1997-05-04","Chicago",11747
"1997-05-11","Chicago",11659
"1997-05-18","Chicago",11762
"1997-05-25","Chicago",11790
"1997-06-01","Chicago",11791
"1997-06-08","Chicago",11805
"1997-06-15","Chicago",11809
"1997-06-22","Chicago",11769
"1997-06-29","Chicago",11779
"1997-07-06","Chicago",11773
"1997-07-13","Chicago",11780
"1997-07-20","Chicago",11764
"1997-07-27","Chicago",11804
"1997-08-03","Chicago",11805
"1997-08-10","Chicago",11778
"1997-08-17","Chicago",11803
"1997-08-24","Chicago",11778
"1997-08-31","Chicago",11771
"1997-09-07","Chicago",11760
"1997-09-14","Chicago",11772
"1997-09-21","Chicago",11823
"1997-09-28","Chicago",11833
"1997-10-05","Chicago",11828
"1997-10-12","Chicago",11827
"1997-10-19","Chicago",11816
"1997-10-26","Chicago",11831
"1997-11-02","Chicago",11851
"1997-11-09","Chicago",11723
"1997-11-16","Chicago",11826
"1997-11-23","Chicago",11817
"1997-11-30","Chicago",11860
"1997-12-07","Chicago",11866
"1997-12-14","Chicago",11861
"1997-12-21","Chicago",11868
"1997-12-28","Chicago",11859
"1998-01-04","Chicago",11876
"1998-01-11","Chicago",11732
"1998-01-18","Chicago",10898
"1998-01-25","Chicago",10492
"1998-02-01","Chicago",10686
"1998-02-08","Chicago",10394
"1998-02-15","Chicago",10786
"1998-02-22","Chicago",11634
"1998-03-01","Chicago",10902
"1998-03-08","Chicago",11060
"1998-03-15","Chicago",11316
"1998-03-22","Chicago",11828
"1998-03-29","Chicago",11808
"1998-04-05","Chicago",11057
"1998-04-12","Chicago",11838
"1998-04-19","Chicago",11841
"1998-04-26","Chicago",11606
"1998-05-03","Chicago",11711
"1998-05-10","Chicago",11520
"1998-05-17","Chicago",11653
"1998-05-24","Chicago",11758
"1998-05-31","Chicago",11546
"1998-06-07","Chicago",11648
"1998-06-14","Chicago",11709
"1998-06-21","Chicago",11857
"1998-06-28","Chicago",11819
"1998-07-05","Chicago",11535
"1998-07-12","Chicago",11758
"1998-07-19","Chicago",11829
"1998-07-26","Chicago",11607
"1998-08-02","Chicago",11831
"1998-08-09","Chicago",11785
"1998-08-16","Chicago",11839
"1998-08-23","Chicago",11750
"1998-08-30","Chicago",11460
"1998-09-06","Chicago",11050
"1998-09-13","Chicago",10631
"1998-09-20","Chicago",11078
"1998-09-27","Chicago",11197
"1998-10-04","Chicago",10805
"1998-10-11","Chicago",11595
"1998-10-18","Chicago",11683
"1998-10-25","Chicago",11563
"1998-11-01","Chicago",10547
"1998-11-08","Chicago",11102
"1998-11-15","Chicago",11241
"1998-11-22","Chicago",11088
"1998-11-29","Chicago",11805
"1998-12-06","Chicago",11435
"1998-12-13","Chicago",11504
"1998-12-20","Chicago",10851
"1998-12-27","Chicago",11564
"1999-01-03","Chicago",11443
"1999-01-10","Chicago",10432
"1999-01-17","Chicago",10383
"1999-01-24","Chicago",11236
"1999-01-31","Chicago",9211
"1999-02-07","Chicago",9289
"1999-02-14","Chicago",9946
"1999-02-21","Chicago",10452
"1999-02-28","Chicago",9423
"1999-03-07","Chicago",9939
"1999-03-14","Chicago",11173
"1999-03-21","Chicago",11088
"1999-03-28","Chicago",11265
"1999-04-04","Chicago",10981
"1999-04-11","Chicago",11706
"1999-04-18","Chicago",9596
"1999-04-25","Chicago",10143
"1999-05-02","Chicago",9549
"1999-05-09","Chicago",9066
"1999-05-16","Chicago",9776
"1999-05-23","Chicago",10329
"1999-05-30","Chicago",9491
"1999-06-06","Chicago",8732
"1999-06-13","Chicago",8668
"1999-06-20","Chicago",8831
"1999-06-27","Chicago",9490
"1999-07-04","Chicago",8199
"1999-07-11","Chicago",7829
"1999-07-18","Chicago",9381
"1999-07-25","Chicago",8859
"1999-08-01","Chicago",8767
"1999-08-08","Chicago",9646
"1999-08-15","Chicago",9216
"1999-08-22","Chicago",9153
"1999-08-29","Chicago",8435
"1999-09-05","Chicago",8460
"1999-09-12","Chicago",9664
"1999-09-19","Chicago",10830
"1999-09-26","Chicago",10390
"1999-10-03","Chicago",10133
"1999-10-10","Chicago",10821
"1999-10-17","Chicago",9978
"1999-10-24","Chicago",9815
"1999-10-31","Chicago",8370
"1999-11-07","Chicago",8780
"1999-11-14","Chicago",9271
"1999-11-21","Chicago",8637
"1999-11-28","Chicago",10424
"1999-12-05","Chicago",9001
"1999-12-12","Chicago",9044
"1999-12-19","Chicago",8106
"1999-12-26","Chicago",6770
"2000-01-02","Chicago",10395
"2000-01-09","Chicago",6899
"2000-01-16","Chicago",8160
"2000-01-23","Chicago",8232
"2000-01-30","Chicago",8990
"2000-02-06","Chicago",8909
"2000-02-13","Chicago",9725
"2000-02-20","Chicago",10895
"2000-02-27","Chicago",10442
"2000-03-05","Chicago",7955
"2000-03-12","Chicago",8899
"2000-03-19","Chicago",10244
"2000-03-26","Chicago",8920
"2000-04-02","Chicago",7442
"2000-04-09","Chicago",7531
"2000-04-16","Chicago",8466
"2000-04-23","Chicago",10203
"2000-04-30","Chicago",9743
"2000-05-07","Chicago",8922
"2000-05-14","Chicago",7799
"2000-05-21","Chicago",8463
"2000-05-28","Chicago",8729
"2000-06-04","Chicago",7856
"2000-06-11","Chicago",8103
"2000-06-18","Chicago",8630
"2000-06-25","Chicago",8780
"2000-07-02","Chicago",9507
"2000-07-09","Chicago",8584
"2000-07-16","Chicago",7959
"2000-07-23","Chicago",7862
"2000-07-30","Chicago",8117
"2000-08-06","Chicago",8113
"2000-08-13","Chicago",8341
"2000-08-20","Chicago",8281
"2000-08-27","Chicago",8156
"2000-09-03","Chicago",9058
"2000-09-10","Chicago",8158
"2000-09-17","Chicago",8768
"2000-09-24","Chicago",9218
"2000-10-01","Chicago",8426
"2000-10-08","Chicago",9021
"2000-10-15","Chicago",9109
"2000-10-22","Chicago",9340
"2000-10-29","Chicago",9094
"2000-11-05","Chicago",8588
"2000-11-12","Chicago",9242
"2000-11-19","Chicago",8676
"2000-11-26","Chicago",9390
"2000-12-03","Chicago",8188
"2000-12-10","Chicago",8756
"2000-12-17","Chicago",8107
"2000-12-24","Chicago",6864
"2000-12-31","Chicago",10894
"2001-01-07","Chicago",7836
"2001-01-14","Chicago",8316
"2001-01-21","Chicago",7487
"2001-01-28","Chicago",7345
"2001-02-04","Chicago",7629
"2001-02-11","Chicago",7626
