"week_ending","show","seats_sold"
"2001-02-18","Chicago",9481
"2001-02-25","Chicago",10209
"2001-03-04","Chicago",8576
"2001-03-11","Chicago",7884
"2001-03-18","Chicago",7968
"2001-03-25","Chicago",8515
"2001-04-01","Chicago",8799
"2001-04-08","Chicago",7043
"2001-04-15","Chicago",8682
"2001-04-22","Chicago",9240
"2001-04-29","Chicago",8592
"2001-05-06","Chicago",7482
"2001-05-13","Chicago",6499
"2001-05-20","Chicago",7067
"2001-05-27","Chicago",8610
"2001-06-03","Chicago",6691
"2001-06-10","Chicago",7273
"2001-06-17","Chicago",7207
"2001-06-24","Chicago",8532
"2001-07-01","Chicago",7881
"2001-07-08","Chicago",9221
"2001-07-15","Chicago",8231
"2001-07-22","Chicago",8485
"2001-07-29","Chicago",9366
"2001-08-05","Chicago",9715
"2001-08-12","Chicago",8836
"2001-08-19","Chicago",8893
"2001-08-26","Chicago",8726
"2001-09-02","Chicago",9147
"2001-09-09","Chicago",8844
"2001-09-16","Chicago",3868
"2001-09-23","Chicago",5411
"2001-09-30","Chicago",7915
"2001-10-07","Chicago",8858
"2001-10-14","Chicago",8513
"2001-10-21","Chicago",8545
"2001-10-28","Chicago",8735
"2001-11-04","Chicago",6954
"2001-11-11","Chicago",8078
"2001-11-18","Chicago",6404
"2001-11-25","Chicago",8029
"2001-12-02","Chicago",7171
"2001-12-09","Chicago",7746
"2001-12-16","Chicago",7553
"2001-12-23","Chicago",7602
"2001-12-30","Chicago",12451
"2002-01-06","Chicago",8523
"2002-01-13","Chicago",8023
"2002-01-20","Chicago",9209
"2002-01-27","Chicago",8432
"2002-02-03","Chicago",7184
"2002-02-10","Chicago",8632
"2002-02-17","Chicago",9937
"2002-02-24","Chicago",10133
"2002-03-03","Chicago",9064
"2002-03-10","Chicago",9636
"2002-03-17","Chicago",9261
"2002-03-24","Chicago",9963
"2002-03-31","Chicago",9966
"2002-04-07","Chicago",9063
"2002-04-14","Chicago",7513
"2002-04-21","Chicago",8041
"2002-04-28","Chicago",8354
"2002-05-05","Chicago",6595
"2002-05-12","Chicago",6957
"2002-05-19","Chicago",7585
"2002-05-26","Chicago",8316
"2002-06-02","Chicago",5703
"2002-06-09","Chicago",7161
"2002-06-16","Chicago",6703
"2002-06-23","Chicago",7731
"2002-06-30","Chicago",7423
"2002-07-07","Chicago",6178
"2002-07-14","Chicago",6509
"2002-07-21","Chicago",7065
"2002-07-28","Chicago",7571
"2002-08-04","Chicago",7011
"2002-08-11","Chicago",9191
"2002-08-18","Chicago",8047
"2002-08-25","Chicago",7495
"2002-09-01","Chicago",7855
"2002-09-08","Chicago",4332
"2002-09-15","Chicago",4770
"2002-09-22","Chicago",6820
"2002-09-29","Chicago",7207
"2002-10-06","Chicago",7329
"2002-10-13","Chicago",9617
"2002-10-20","Chicago",8385
"2002-10-27","Chicago",7973
"2002-11-03","Chicago",7491
"2002-11-10","Chicago",9179
"2002-11-17","Chicago",7940
"2002-11-24","Chicago",7749
"2002-12-01","Chicago",9448
"2002-12-08","Chicago",9041
"2002-12-15","Chicago",8397
"2002-12-22","Chicago",9163
"2002-12-29","Chicago",11176
"2003-01-05","Chicago",9440
"2003-01-12","Chicago",9239
"2003-01-19","Chicago",9807
"2003-01-26","Chicago",9398
"2003-02-02","Chicago",6946
"2003-02-09","Chicago",8158
"2003-02-16","Chicago",8236
"2003-02-23","Chicago",8593
"2003-03-02","Chicago",8449
"2003-03-09","Chicago",3096
"2003-03-16","Chicago",7535
"2003-03-23","Chicago",8565
"2003-03-30","Chicago",8695
"2003-04-06","Chicago",8181
"2003-04-13","Chicago",8384
"2003-04-20","Chicago",8503
"2003-04-27","Chicago",8580
"2003-05-04","Chicago",8224
"2003-05-11","Chicago",8307
"2003-05-18","Chicago",8455
"2003-05-25","Chicago",8551
"2003-06-01","Chicago",8326
"2003-06-08","Chicago",8300
"2003-06-15","Chicago",8404
"2003-06-22","Chicago",8725
"2003-06-29","Chicago",8678
"2003-07-06","Chicago",8558
"2003-07-13","Chicago",8602
"2003-07-20","Chicago",8650
"2003-07-27","Chicago",8720
"2003-08-03","Chicago",8701
"2003-08-10","Chicago",8720
"2003-08-17","Chicago",7555
"2003-08-24","Chicago",8615
"2003-08-31","Chicago",8592
"2003-09-07","Chicago",7745
"2003-09-14","Chicago",8156
"2003-09-21","Chicago",8403
"2003-09-28","Chicago",8445
"2003-10-05","Chicago",8437
"2003-10-12","Chicago",8175
"2003-10-19","Chicago",8323
"2003-10-26","Chicago",8090
"2003-11-02","Chicago",7150
"2003-11-09","Chicago",8304
"2003-11-16","Chicago",7707
"2003-11-23","Chicago",7340
"2003-11-30","Chicago",7912
"2003-12-07","Chicago",7991
"2003-12-14","Chicago",7731
"2003-12-21","Chicago",8135
"2003-12-28","Chicago",8525
"2004-01-04","Chicago",8300
"2004-01-11","Chicago",7377
"2004-01-18","Chicago",7093
"2004-01-25","Chicago",6185
"2004-02-01","Chicago",5628
"2004-02-08","Chicago",6926
"2004-02-15","Chicago",7289
"2004-02-22","Chicago",8145
"2004-02-29","Chicago",7422
"2004-03-07","Chicago",7569
"2004-03-14","Chicago",8508
"2004-03-21","Chicago",8382
"2004-03-28","Chicago",8496
"2004-04-04","Chicago",8042
"2004-04-11","Chicago",8640
"2004-04-18","Chicago",7792
"2004-04-25","Chicago",7747
"2004-05-02","Chicago",7530
"2004-05-09","Chicago",7108
"2004-05-16","Chicago",7308
"2004-05-23","Chicago",7587
"2004-05-30","Chicago",7409
"2004-06-06","Chicago",6258
"2004-06-13","Chicago",6905
"2004-06-20","Chicago",7021
"2004-06-27","Chicago",8023
"2004-07-04","Chicago",7179
"2004-07-11","Chicago",7873
"2004-07-18","Chicago",8320
"2004-07-25","Chicago",8474
"2004-08-01","Chicago",8492
"2004-08-08","Chicago",8371
"2004-08-15","Chicago",7957
"2004-08-22","Chicago",7693
"2004-08-29","Chicago",5750
"2004-09-05","Chicago",5364
"2004-09-12","Chicago",6455
"2004-09-19","Chicago",7795
"2004-09-26","Chicago",7874
"2004-10-03","Chicago",7665
"2004-10-10","Chicago",8183
"2004-10-17","Chicago",8403
"2004-10-24","Chicago",8228
"2004-10-31","Chicago",6957
"2004-11-07","Chicago",6792
"2004-11-14","Chicago",7996
"2004-11-21","Chicago",7672
"2004-11-28","Chicago",7805
"2004-12-05","Chicago",8136
"2004-12-12","Chicago",8231
"2004-12-19","Chicago",7885
"2004-12-26","Chicago",7363
"2005-01-02","Chicago",8768
"2005-01-09","Chicago",8109
"2005-01-16","Chicago",7551
"2005-01-23","Chicago",5640
"2005-01-30","Chicago",6057
"2005-02-06","Chicago",5776
"2005-02-13","Chicago",7804
"2005-02-20","Chicago",8520
"2005-02-27","Chicago",8058
"2005-03-06","Chicago",7422
"2005-03-13","Chicago",8150
"2005-03-20","Chicago",8587
"2005-03-27","Chicago",8591
"2005-04-03","Chicago",8311
"2005-04-10","Chicago",7657
"2005-04-17","Chicago",7319
"2005-04-24","Chicago",7646
"2005-05-01","Chicago",7759
"2005-05-08","Chicago",7036
"2005-05-15","Chicago",7060
"2005-05-22","Chicago",7857
"2005-05-29","Chicago",7854
"2005-06-05","Chicago",6593
"2005-06-12","Chicago",6962
"2005-06-19","Chicago",6942
"2005-06-26","Chicago",7477
"2005-07-03","Chicago",7233
"2005-07-10","Chicago",7318
"2005-07-17","Chicago",7483
"2005-07-24","Chicago",7565
"2005-07-31","Chicago",7796
"2005-08-07","Chicago",7458
"2005-08-14","Chicago",7570
"2005-08-21","Chicago",7498
"2005-08-28","Chicago",6606
"2005-09-04","Chicago",6671
"2005-09-11","Chicago",5781
"2005-09-18","Chicago",7128
"2005-09-25","Chicago",7864
"2005-10-02","Chicago",8013
"2005-10-09","Chicago",8350
"2005-10-16","Chicago",8651
"2005-10-23","Chicago",8420
"2005-10-30","Chicago",8260
"2005-11-06","Chicago",6932
"2005-11-13","Chicago",7807
"2005-11-20","Chicago",7317
"2005-11-27","Chicago",7738
"2005-12-04","Chicago",7302
"2005-12-11","Chicago",7422
"2005-12-18","Chicago",7050
"2005-12-25","Chicago",5762
"2006-01-01","Chicago",9250
"2006-01-08","Chicago",7643
"2006-01-15","Chicago",7109
"2006-01-22","Chicago",5749
"2006-01-29","Chicago",5273
"2006-02-05","Chicago",5147
"2006-02-12","Chicago",5426
"2006-02-19","Chicago",7331
"2006-02-26","Chicago",7371
"2006-03-05","Chicago",6160
"2006-03-12","Chicago",7501
"2006-03-19","Chicago",8367
"2006-03-26","Chicago",7983
"2006-04-02","Chicago",7705
"2006-04-09","Chicago",7339
"2006-04-16","Chicago",8306
"2006-04-23","Chicago",7657
"2006-04-30","Chicago",6953
"2006-05-07","Chicago",6485
"2006-05-14","Chicago",6063
"2006-05-21","Chicago",7291
"2006-05-28","Chicago",7508
"2006-06-04","Chicago",5813
"2006-06-11","Chicago",6979
"2006-06-18","Chicago",6281
"2006-06-25","Chicago",7411
"2006-07-02","Chicago",6893
"2006-07-09","Chicago",7358
"2006-07-16","Chicago",7212
"2006-07-23","Chicago",7589
"2006-07-30","Chicago",7591
"2006-08-06","Chicago",7663
"2006-08-13","Chicago",7495
"2006-08-20","Chicago",7387
"2006-08-27","Chicago",8188
"2006-09-03","Chicago",8234
"2006-09-10","Chicago",7726
"2006-09-17","Chicago",8418
"2006-09-24","Chicago",8746
"2006-10-01","Chicago",8760
"2006-10-08","Chicago",7563
"2006-10-15","Chicago",7815
"2006-10-22","Chicago",7910
"2006-10-29","Chicago",7958
"2006-11-05","Chicago",6872
"2006-11-12","Chicago",7899
"2006-11-19","Chicago",6555
"2006-11-26","Chicago",8006
"2006-12-03","Chicago",7340
"2006-12-10","Chicago",7861
"2006-12-17","Chicago",7434
"2006-12-24","Chicago",6890
"2006-12-31","Chicago",9807
"2007-01-07","Chicago",8160
"2007-01-14","Chicago",6758
"2007-01-21","Chicago",5834
"2007-01-28","Chicago",5633
"2007-02-04","Chicago",5206
"2007-02-11","Chicago",5427
"2007-02-18","Chicago",6713
"2007-02-25","Chicago",8013
"2007-03-04","Chicago",6097
"2007-03-11","Chicago",6932
"2007-03-18","Chicago",7996
"2007-03-25","Chicago",7960
"2007-04-01","Chicago",7344
"2007-04-08","Chicago",8561
"2007-04-15","Chicago",7584
"2007-04-22","Chicago",7462
"2007-04-29","Chicago",7319
"2007-05-06","Chicago",6868
"2007-05-13","Chicago",6494
"2007-05-20","Chicago",7505
"2007-05-27","Chicago",7481
"2007-06-03","Chicago",5716
"2007-06-10","Chicago",6879
"2007-06-17","Chicago",6537
"2007-06-24","Chicago",7023
"2007-07-01","Chicago",7164
"2007-07-08","Chicago",7569
"2007-07-15","Chicago",7920
"2007-07-22","Chicago",8028
"2007-07-29","Chicago",8276
"2007-08-05","Chicago",8187
"2007-08-12","Chicago",7981
"2007-08-19","Chicago",8066
"2007-08-26","Chicago",7493
"2007-09-02","Chicago",7440
"2007-09-09","Chicago",4908
"2007-09-16","Chicago",6014
"2007-09-23","Chicago",6030
"2007-09-30","Chicago",6227
"2007-10-07","Chicago",6673
"2007-10-14","Chicago",7239
"2007-10-21","Chicago",7387
"2007-10-28","Chicago",6772
"2007-11-04","Chicago",6815
"2007-11-11","Chicago",3819
"2007-11-18","Chicago",0
"2007-11-25","Chicago",0
"2007-12-02","Chicago",5148
"2007-12-09","Chicago",6219
"2007-12-16","Chicago",5766
"2007-12-23","Chicago",6249
"2007-12-30","Chicago",9415
"2008-01-06","Chicago",7482
"2008-01-13","Chicago",5556
"2008-01-20","Chicago",5423
"2008-01-27","Chicago",4649
"2008-02-03","Chicago",3697
"2008-02-10","Chicago",4710
"2008-02-17","Chicago",6687
"2008-02-24","Chicago",5806
"2008-03-02","Chicago",5227
"2008-03-09","Chicago",5690
"2008-03-16","Chicago",7272
"2008-03-23","Chicago",8614
"2008-03-30","Chicago",7885
"2008-04-06","Chicago",6989
"2008-04-13","Chicago",6875
"2008-04-20","Chicago",6842
"2008-04-27","Chicago",7526
"2008-05-04","Chicago",6879
"2008-05-11","Chicago",7039
"2008-05-18","Chicago",7252
"2008-05-25","Chicago",7799
"2008-06-01","Chicago",6013
"2008-06-08","Chicago",6469
"2008-06-15","Chicago",6247
"2008-06-22","Chicago",7328
"2008-06-29","Chicago",7238
"2008-07-06","Chicago",7950
"2008-07-13","Chicago",6802
"2008-07-20","Chicago",7377
"2008-07-27","Chicago",7938
"2008-08-03","Chicago",7971
"2008-08-10","Chicago",8059
"2008-08-17","Chicago",8026
"2008-08-24","Chicago",7745
"2008-08-31","Chicago",8068
"2008-09-07","Chicago",5919
"2008-09-14","Chicago",6668
"2008-09-21","Chicago",6802
"2008-09-28","Chicago",6810
"2008-10-05","Chicago",7024
"2008-10-12","Chicago",6929
"2008-10-19","Chicago",7865
"2008-10-26","Chicago",7892
"2008-11-02","Chicago",6512
"2008-11-09","Chicago",6790
"2008-11-16","Chicago",5761
"2008-11-23","Chicago",5662
"2008-11-30","Chicago",6754
"2008-12-07","Chicago",6319
"2008-12-14","Chicago",5856
"2008-12-21","Chicago",5897
"2008-12-28","Chicago",8590
"2009-01-04","Chicago",8742
"2009-01-11","Chicago",7092
"2009-01-18","Chicago",6904
"2009-01-25","Chicago",5751
"2009-02-01","Chicago",4932
"2009-02-08","Chicago",5392
"2009-02-15","Chicago",7404
"2009-02-22","Chicago",7506
"2009-03-01","Chicago",5824
"2009-03-08","Chicago",6158
"2009-03-15","Chicago",7885
"2009-03-22","Chicago",7870
"2009-03-29","Chicago",7823
"2009-04-05","Chicago",7317
"2009-04-12","Chicago",8739
"2009-04-19","Chicago",7802
"2009-04-26","Chicago",7460
"2009-05-03","Chicago",7622
"2009-05-10","Chicago",6797
"2009-05-17","Chicago",7282
"2009-05-24","Chicago",7716
"2009-05-31","Chicago",6312
"2009-06-07","Chicago",6399
"2009-06-14","Chicago",7422
"2009-06-21","Chicago",7672
"2009-06-28","Chicago",7604
"2009-07-05","Chicago",7021
"2009-07-12","Chicago",7997
"2009-07-19","Chicago",8154
"2009-07-26","Chicago",8368
"2009-08-02","Chicago",8158
"2009-08-09","Chicago",8339
"2009-08-16","Chicago",8257
"2009-08-23","Chicago",7983
"2009-08-30","Chicago",7339
"2009-09-06","Chicago",7899
"2009-09-13","Chicago",7235
"2009-09-20","Chicago",7129
"2009-09-27","Chicago",7490
"2009-10-04","Chicago",7047
"2009-10-11","Chicago",7956
"2009-10-18","Chicago",8089
"2009-10-25","Chicago",7624
"2009-11-01","Chicago",5707
"2009-11-08","Chicago",6248
"2009-11-15","Chicago",5882
"2009-11-22","Chicago",5322
"2009-11-29","Chicago",6699
"2009-12-06","Chicago",6603
"2009-12-13","Chicago",6479
"2009-12-20","Chicago",6597
"2009-12-27","Chicago",7607
"2010-01-03","Chicago",8426
"2010-01-10","Chicago",6564
"2010-01-17","Chicago",6573
"2010-01-24","Chicago",5122
"2010-01-31","Chicago",4909
"2010-02-07","Chicago",4746
"2010-02-14","Chicago",6677
"2010-02-21","Chicago",7085
"2010-02-28","Chicago",4662
"2010-03-07","Chicago",5135
"2010-03-14","Chicago",6384
"2010-03-21","Chicago",7542
"2010-03-28","Chicago",7502
"2010-04-04","Chicago",8311
"2010-04-11","Chicago",7786
"2010-04-18","Chicago",7127
"2010-04-25","Chicago",6517
"2010-05-02","Chicago",6246
"2010-05-09","Chicago",6149
"2010-05-16","Chicago",6522
"2010-05-23","Chicago",7687
"2010-05-30","Chicago",6730
"2010-06-06","Chicago",5852
"2010-06-13","Chicago",6036
"2010-06-20","Chicago",5563
"2010-06-27","Chicago",6566
"2010-07-04","Chicago",5852
"2010-07-11","Chicago",6377
"2010-07-18","Chicago",6905
"2010-07-25","Chicago",7409
"2010-08-01","Chicago",7346
"2010-08-08","Chicago",7255
"2010-08-15","Chicago",7340
"2010-08-22","Chicago",6853
"2010-08-29","Chicago",6323
"2010-09-05","Chicago",6776
"2010-09-12","Chicago",5724
"2010-09-19","Chicago",6413
"2010-09-26","Chicago",6269
"2010-10-03","Chicago",6245
"2010-10-10","Chicago",7392
"2010-10-17","Chicago",7076
"2010-10-24","Chicago",6640
"2010-10-31","Chicago",5918
"2010-11-07","Chicago",5633
"2010-11-14","Chicago",6007
"2010-11-21","Chicago",4737
"2010-11-28","Chicago",6569
"2010-12-05","Chicago",5649
"2010-12-12","Chicago",5533
"2010-12-19","Chicago",5225
"2010-12-26","Chicago",5802
"2011-01-02","Chicago",8766
"2011-01-09","Chicago",6704
"2011-01-16","Chicago",6493
"2011-01-23","Chicago",4582
"2011-01-30","Chicago",4726
"2011-02-06","Chicago",4931
"2011-02-13","Chicago",5266
"2011-02-20","Chicago",6996
"2011-02-27","Chicago",6974
"2011-03-06","Chicago",5799
"2011-03-13","Chicago",6822
"2011-03-20","Chicago",7662
"2011-03-27","Chicago",7144
"2011-04-03","Chicago",6706
"2011-04-10","Chicago",7164
"2011-04-17","Chicago",7360
"2011-04-24","Chicago",8787
"2011-05-01","Chicago",7516
"2011-05-08","Chicago",7525
"2011-05-15","Chicago",7264
"2011-05-22","Chicago",8014
"2011-05-29","Chicago",8000
"2011-06-05","Chicago",6695
"2011-06-12","Chicago",6951
"2011-06-19","Chicago",6931
"2011-06-26","Chicago",6979
"2011-07-03","Chicago",7161
"2011-07-10","Chicago",6352
"2011-07-17","Chicago",6415
"2011-07-24","Chicago",6821
"2011-07-31","Chicago",6936
"2011-08-07","Chicago",7109
"2011-08-14","Chicago",6526
"2011-08-21","Chicago",6425
"2011-08-28","Chicago",4027
"2011-09-04","Chicago",6136
"2011-09-11","Chicago",5573
"2011-09-18","Chicago",6098
"2011-09-25","Chicago",6771
"2011-10-02","Chicago",6757
"2011-10-09","Chicago",7069
"2011-10-16","Chicago",7166
"2011-10-23","Chicago",7059
"2011-10-30","Chicago",6669
"2011-11-06","Chicago",5831
"2011-11-13","Chicago",6543
"2011-11-20","Chicago",5159
"2011-11-27","Chicago",7112
"2011-12-04","Chicago",5411
"2011-12-11","Chicago",5878
"2011-12-18","Chicago",5505
"2011-12-25","Chicago",5407
"2012-01-01","Chicago",9381
"2012-01-08","Chicago",7046
"2012-01-15","Chicago",6017
"2012-01-22","Chicago",5686
"2012-01-29","Chicago",5806
"2012-02-05","Chicago",5474
"2012-02-12","Chicago",5116
"2012-02-19","Chicago",7343
"2012-02-26","Chicago",6753
"2012-03-04","Chicago",5476
"2012-03-11","Chicago",6604
"2012-03-18","Chicago",7333
"2012-03-25","Chicago",7179
"2012-04-01","Chicago",7119
"2012-04-08","Chicago",7384
"2012-04-15","Chicago",7055
"2012-04-22","Chicago",6660
"2012-04-29","Chicago",7255
"2012-05-06","Chicago",6521
"2012-05-13","Chicago",6453
"2012-05-20","Chicago",7538
"2012-05-27","Chicago",7382
"2012-06-03","Chicago",6297
"2012-06-10","Chicago",6501
"2012-06-17","Chicago",6216
"2012-06-24","Chicago",6558
"2012-07-01","Chicago",6962
"2012-07-08","Chicago",7097
"2012-07-15","Chicago",8078
"2012-07-22","Chicago",7613
"2012-07-29","Chicago",7701
"2012-08-05","Chicago",7551
"2012-08-12","Chicago",7921
"2012-08-19","Chicago",7517
"2012-08-26","Chicago",7427
"2012-09-02","Chicago",7349
"2012-09-09","Chicago",7582
"2012-09-16","Chicago",7781
"2012-09-23","Chicago",7425
"2012-09-30","Chicago",7499
"2012-10-07","Chicago",8439
"2012-10-14","Chicago",7976
"2012-10-21","Chicago",7985
"2012-10-28","Chicago",6454
"2012-11-04","Chicago",4553
"2012-11-11","Chicago",5673
"2012-11-18","Chicago",5602
"2012-11-25","Chicago",7472
"2012-12-02","Chicago",5365
"2012-12-09","Chicago",6109
"2012-12-16","Chicago",5588
"2012-12-23","Chicago",6018
"2012-12-30","Chicago",9866
"2013-01-06","Chicago",7955
"2013-01-13","Chicago",5714
"2013-01-20","Chicago",6403
"2013-01-27","Chicago",6408
"2013-02-03","Chicago",6079
"2013-02-10","Chicago",4839
"2013-02-17","Chicago",7519
"2013-02-24","Chicago",7290
"2013-03-03","Chicago",6607
"2013-03-10","Chicago",7208
"2013-03-17","Chicago",7897
"2013-03-24","Chicago",7707
"2013-03-31","Chicago",8633
"2013-04-07","Chicago",7544
"2013-04-14","Chicago",7259
"2013-04-21","Chicago",7495
"2013-04-28","Chicago",7593
"2013-05-05","Chicago",7739
"2013-05-12","Chicago",7705
"2013-05-19","Chicago",7871
"2013-05-26","Chicago",8187
"2013-06-02","Chicago",6716
"2013-06-09","Chicago",6919
"2013-06-16","Chicago",7490
"2013-06-23","Chicago",7775
"2013-06-30","Chicago",8137
"2013-07-07","Chicago",8114
"2013-07-14","Chicago",8096
"2013-07-21","Chicago",8257
"2013-07-28","Chicago",8752
"2013-08-04","Chicago",8352
"2013-08-11","Chicago",8608
"2013-08-18","Chicago",8253
"2013-08-25","Chicago",7520
"2013-09-01","Chicago",7556
"2013-09-08","Chicago",7280
"2013-09-15","Chicago",7787
"2013-09-22","Chicago",7343
"2013-09-29","Chicago",6713
"2013-10-06","Chicago",6939
"2013-10-13","Chicago",7961
"2013-10-20","Chicago",7661
"2013-10-27","Chicago",7676
"2013-11-03","Chicago",6585
"2013-11-10","Chicago",7122
"2013-11-17","Chicago",5561
"2013-11-24","Chicago",4992
"2013-12-01","Chicago",7253
"2013-12-08","Chicago",6676
"2013-12-15","Chicago",6042
"2013-12-22","Chicago",7026
"2013-12-29","Chicago",8792
"2014-01-05","Chicago",7973
"2014-01-12","Chicago",6058
"2014-01-19","Chicago",6575
"2014-01-26","Chicago",6506
"2014-02-02","Chicago",4643
"2014-02-09","Chicago",5148
"2014-02-16","Chicago",6380
"2014-02-23","Chicago",5585
"2014-03-02","Chicago",5640
"2014-03-09","Chicago",6604
"2014-03-16","Chicago",6756
"2014-03-23","Chicago",6944
"2014-03-30","Chicago",7559
"2014-04-06","Chicago",6213
"2014-04-13","Chicago",7070
"2014-04-20","Chicago",8275
"2014-04-27","Chicago",7618
"2014-05-04","Chicago",7204
"2014-05-11","Chicago",7244
"2014-05-18","Chicago",6231
"2014-05-25","Chicago",7636
"2014-06-01","Chicago",6185
"2014-06-08","Chicago",5733
"2014-06-15","Chicago",6079
"2014-06-22","Chicago",6845
"2014-06-29","Chicago",6492
"2014-07-06","Chicago",6502
"2014-07-13","Chicago",6461
"2014-07-20","Chicago",7517
"2014-07-27","Chicago",7598
"2014-08-03","Chicago",7583
"2014-08-10","Chicago",7630
"2014-08-17","Chicago",7662
"2014-08-24","Chicago",7045
"2014-08-31","Chicago",7411
"2014-09-07","Chicago",7152
"2014-09-14","Chicago",7874
"2014-09-21","Chicago",6513
"2014-09-28","Chicago",6185
"2014-10-05","Chicago",5935
"2014-10-12","Chicago",6804
"2014-10-19","Chicago",7071
"2014-10-26","Chicago",6695
"2014-11-02","Chicago",5493
"2014-11-09","Chicago",5926
"2014-11-16","Chicago",5372
"2014-11-23","Chicago",5339
"2014-11-30","Chicago",6614
"2014-12-07","Chicago",5762
